building_id;load_condition;EPI_freq;distance_volatility;anomaly_rate;anomaly_energy
Bear_education_Holly;Summer weekends;23.53;5.012618858;2.608695652;2.451184395
Bear_education_Holly;Summer workdays;76;3.290146962;0;0
Bear_education_Holly;Winter weekends;16.33;4.133856797;2.127659574;2.051899416
Bear_education_Holly;Winter workdays;51.26;3.063600021;1.886792453;1.989912076
Bear_education_Irene;Summer weekends;78.43;1.780439704;0;0
Bear_education_Irene;Summer workdays;68.8;1.550694971;0;0
Bear_education_Irene;Winter weekends;100;0.421392206;0;0
Bear_education_Irene;Winter workdays;64.71;0.428549591;0;0
Bear_education_Iris;Summer weekends;0;1.602720008;1.666666667;1.64064883
Bear_education_Iris;Summer workdays;77.6;1.372296354;3.968253968;4.187143566
Bear_education_Iris;Winter weekends;2.04;1.929809584;4.255319149;3.59375723
Bear_education_Iris;Winter workdays;40;1.770765555;5.660377358;5.594468127
Bear_education_Katy;Summer weekends;100;2.77648938;5.833333333;4.505073311
Bear_education_Katy;Summer workdays;66.4;2.391791704;0.8;0.820564131
Bear_education_Katy;Winter weekends;97.96;2.736872953;6.382978723;6.560739847
Bear_education_Katy;Winter workdays;74.79;1.705926163;1.886792453;2.01959383
Bear_education_Lashanda;Summer weekends;1.96;1.945538145;1.739130435;1.537801657
Bear_education_Lashanda;Summer workdays;99.2;1.460939685;0;0
Bear_education_Lashanda;Winter weekends;0;2.426104048;6.382978723;5.911443264
Bear_education_Lashanda;Winter workdays;94.69;1.550418603;1.886792453;1.735211866
Bear_education_Laurette;Summer weekends;82.35;0.746275709;1.769911504;1.500652635
Bear_education_Laurette;Summer workdays;90.4;0.862107075;1.587301587;1.674851631
Bear_education_Laurette;Winter weekends;100;0.646105349;10.63829787;9.85231824
Bear_education_Laurette;Winter workdays;96.46;0.695072218;0;0
Bear_education_Leonel;Summer weekends;0;3.307417445;0.862068966;0.94727404
Bear_education_Leonel;Summer workdays;0;4.075194768;2.380952381;2.868044324
Bear_education_Leonel;Winter weekends;0;3.466443558;0;0
Bear_education_Leonel;Winter workdays;0.84;5.615183351;0;0
Bear_education_Lewis;Summer weekends;88.24;1.139055846;0.877192982;0.735010531
Bear_education_Lewis;Summer workdays;0.81;1.118022897;3.174603175;3.183382173
Bear_education_Lewis;Winter weekends;100;1.21023604;4;4.281508226
Bear_education_Lewis;Winter workdays;0.89;0.995635285;4.166666667;4.301294632
Bear_education_Lidia;Summer weekends;82.35;2.458083271;3.389830508;3.636939887
Bear_education_Lidia;Summer workdays;40;2.235225277;3.968253968;4.05138874
Bear_education_Lidia;Winter weekends;91.84;2.088991865;4;4.83023227
Bear_education_Lidia;Winter workdays;23.48;1.730357645;6.25;6.367213419
Bear_education_Lila;Summer weekends;100;0.557050148;2.5;3.318896109
Bear_education_Lila;Summer workdays;100;0.481682142;0;0
Bear_education_Lila;Winter weekends;100;0.491227606;2;5.396706559
Bear_education_Lila;Winter workdays;100;0.392079499;6.25;10.02822371
Bear_education_Liliana;Summer weekends;100;1.242768437;4.166666667;3.62542022
Bear_education_Liliana;Summer workdays;100;0.590423815;1.587301587;2.148542345
Bear_education_Liliana;Winter weekends;100;1.367208188;6;7.398244496
Bear_education_Liliana;Winter workdays;100;0.567558994;0;0
Bear_education_Lorie;Summer weekends;100;1.299090168;5;3.508445367
Bear_education_Lorie;Summer workdays;100;1.36950119;8;9.386377657
Bear_education_Lorie;Winter weekends;100;1.1216705;2;2.536478085
Bear_education_Lorie;Winter workdays;100;1.341008226;10.41666667;12.90398158
Bear_education_Mara;Summer weekends;100;0.362985479;1.666666667;1.328337981
Bear_education_Mara;Summer workdays;61.29;0.363245122;0;0
Bear_education_Mara;Winter weekends;100;0.249124538;2;2.839792688
Bear_education_Mara;Winter workdays;74.56;0.332379679;6.25;6.62210906
Bear_education_Marie;Summer weekends;70.59;1.332958207;0.833333333;1.446595041
Bear_education_Marie;Summer workdays;0;1.293988142;0;0
Bear_education_Marie;Winter weekends;100;1.155498708;8;13.42373047
Bear_education_Marie;Winter workdays;0;1.103941069;0;0
Bear_education_Marsha;Summer weekends;52.94;0.943897193;5.833333333;6.496421705
Bear_education_Marsha;Summer workdays;94.31;0.880309609;6.451612903;7.994135124
Bear_education_Marsha;Winter weekends;100;0.708345189;2;2.260103236
Bear_education_Marsha;Winter workdays;87.72;0.728989142;6.25;5.076640974
Bear_education_Marta;Summer weekends;0;2.009896473;5;4.227930695
Bear_education_Marta;Summer workdays;13.6;1.917967368;0.793650794;0.866259362
Bear_education_Marta;Winter weekends;6.12;2.358448677;4;5.094615718
Bear_education_Marta;Winter workdays;12.39;2.143628765;2.083333333;1.990765027
Bear_education_Maryjane;Summer weekends;92.16;2.436604735;1.801801802;1.985420531
Bear_education_Maryjane;Summer workdays;100;2.816551927;5.084745763;4.447586916
Bear_education_Maryjane;Winter weekends;85.71;2.174489862;0;0
Bear_education_Maryjane;Winter workdays;97.48;3.030236017;4.166666667;1.070433865
Bear_education_Merrill;Summer weekends;45.1;2.9802323;5.084745763;4.661229106
Bear_education_Merrill;Summer workdays;19.2;5.192652161;3.968253968;4.517258605
Bear_education_Merrill;Winter weekends;85.71;2.210423376;6;5.878637815
Bear_education_Merrill;Winter workdays;41.18;4.234650146;6.25;6.939692793
Bear_education_Millie;Summer weekends;0;2.290102806;0;0
Bear_education_Millie;Summer workdays;27.64;1.40291155;3.174603175;3.122192397
Bear_education_Millie;Winter weekends;55.1;1.058267291;0;0
Bear_education_Millie;Winter workdays;69.75;0.900427027;6.25;5.45971517
Bear_education_Nanette;Summer weekends;19.61;2.099835827;5;4.784238912
Bear_education_Nanette;Summer workdays;100;2.002827862;3.968253968;3.570724416
Bear_education_Nanette;Winter weekends;53.06;2.179343496;4;3.433890707
Bear_education_Nanette;Winter workdays;100;2.424285689;8.333333333;6.991389895
Bear_education_Oscar;Summer weekends;74.51;1.549124212;0;0
Bear_education_Oscar;Summer workdays;82.4;1.591665926;4.761904762;6.50107825
Bear_education_Oscar;Winter weekends;97.96;1.289584133;4;5.393541349
Bear_education_Oscar;Winter workdays;97.37;1.599805808;8.333333333;10.51662463
Bear_education_Owen;Summer weekends;0;0.780677395;5.042016807;6.235615595
Bear_education_Owen;Summer workdays;98.35;0.608300755;1.62601626;1.594197987
Bear_education_Owen;Winter weekends;14.29;1.177487148;10;10.79619283
Bear_education_Owen;Winter workdays;100;0.781850519;6.25;5.043964666
Bear_education_Paola;Summer weekends;88.24;3.823345047;2.542372881;2.585011948
Bear_education_Paola;Summer workdays;62.9;1.65121481;6.4;6.696578548
Bear_education_Paola;Winter weekends;100;2.821715565;0;0
Bear_education_Paola;Winter workdays;62.18;1.134680134;6.25;5.732612394
Bear_education_Patricia;Summer weekends;100;1.033222338;3.333333333;5.316777477
Bear_education_Patricia;Summer workdays;100;1.041183778;0.819672131;1.411046621
Bear_education_Patricia;Winter weekends;100;1.129158785;6;8.146801147
Bear_education_Patricia;Winter workdays;100;1.015247773;4.166666667;6.710307263
Bear_education_Pattie;Summer weekends;90.2;0.95707671;3.333333333;2.628633828
Bear_education_Pattie;Summer workdays;100;2.310292944;4.761904762;6.101020514
Bear_education_Pattie;Winter weekends;100;0.847585182;2;2.430006218
Bear_education_Pattie;Winter workdays;99.15;2.333675474;6.25;6.177094822
Bear_education_Rebecca;Summer weekends;100;1.318687825;0.833333333;0.882123753
Bear_education_Rebecca;Summer workdays;100;0.65059763;4.761904762;3.623139227
Bear_education_Rebecca;Winter weekends;100;1.03150637;0;0
Bear_education_Rebecca;Winter workdays;100;0.64162542;2.083333333;1.138771958
Bear_education_Sandy;Summer weekends;35.29;2.469301853;5.833333333;7.170302779
Bear_education_Sandy;Summer workdays;98.4;2.213307556;0;0
Bear_education_Sandy;Winter weekends;48.98;2.082227534;0;0
Bear_education_Sandy;Winter workdays;90.76;1.641533802;8.333333333;16.01499985
Bear_education_Sharon;Summer weekends;100;0.734544109;0.840336134;0.52236656
Bear_education_Sharon;Summer workdays;100;0.657690522;4.958677686;5.223493081
Bear_education_Sharon;Winter weekends;100;0.660959333;2;2.042690638
Bear_education_Sharon;Winter workdays;100;0.607819779;4.166666667;5.87730161
Bear_education_Tara;Summer weekends;56.86;5.514842765;6.034482759;6.3072105
Bear_education_Tara;Summer workdays;23.2;3.542875928;4;4.046163001
Bear_education_Tara;Winter weekends;57.14;6.304677205;0;0
Bear_education_Tara;Winter workdays;14.04;2.95668237;4.166666667;4.747208661
Bear_education_Thuy;Summer weekends;0;1.317130285;0.840336134;0.866107745
Bear_education_Thuy;Summer workdays;96;1.241776846;5.6;5.806640251
Bear_education_Thuy;Winter weekends;8.16;1.457583722;0;0
Bear_education_Thuy;Winter workdays;80.53;1.184840491;4.166666667;5.225895459
Bear_education_Val;Summer weekends;100;0.556582773;4.166666667;4.7070877
Bear_education_Val;Summer workdays;100;0.818466247;0;0
Bear_education_Val;Winter weekends;100;0.380691975;0;0
Bear_education_Val;Winter workdays;100;0.739371596;0;0
Bear_education_Wilton;Summer weekends;100;0.732257072;1.694915254;1.810680875
Bear_education_Wilton;Summer workdays;99.2;1.322465223;5.511811024;5.96631369
Bear_education_Wilton;Winter weekends;100;0.636222616;8;8.033084104
Bear_education_Wilton;Winter workdays;94.12;1.359080754;3.846153846;4.727707876
Bear_education_Wm;Summer weekends;100;1.118414718;1.652892562;1.728860998
Bear_education_Wm;Summer workdays;98.4;1.022361513;7.086614173;7.041564534
Bear_education_Wm;Winter weekends;100;0.940227412;2;1.606742254
Bear_education_Wm;Winter workdays;76.99;0.840283393;9.615384615;8.366411562
Bear_education_Yuri;Summer weekends;0;1.360036521;3.305785124;3.437745951
Bear_education_Yuri;Summer workdays;0;1.291616628;4.724409449;4.879459497
Bear_education_Yuri;Winter weekends;8.16;2.225395169;0;0
Bear_education_Yuri;Winter workdays;0;1.660917935;0;0
Bear_education_Yvette;Summer weekends;45.1;4.202333748;1.851851852;1.7568218
Bear_education_Yvette;Summer workdays;10.4;2.365512589;3.149606299;3.767463023
Bear_education_Yvette;Winter weekends;73.47;5.365873799;2;1.968338095
Bear_education_Yvette;Winter workdays;6.09;2.790234025;7.692307692;9.547174736
Bear_education_Zandra;Summer weekends;98.04;0.449475837;9.090909091;15.50340804
Bear_education_Zandra;Summer workdays;32.8;0.428251429;0;0
Bear_education_Zandra;Winter weekends;100;0.429836231;2;3.649954621
Bear_education_Zandra;Winter workdays;35.29;0.341409572;1.923076923;4.435133074
Bull_education_Annette;Summer weekends;100;0.574878244;9.900990099;13.57954763
Bull_education_Annette;Summer workdays;95.9;5.475909456;5.555555556;4.331549843
Bull_education_Annette;Winter weekends;100;0.518649675;4;4.395524423
Bull_education_Annette;Winter workdays;69.23;5.155597974;3.846153846;2.05594086
Bull_education_Antonia;Summer weekends;74.51;1.387400933;6.611570248;11.56899922
Bull_education_Antonia;Summer workdays;97.54;1.41329047;5.511811024;10.22688518
Bull_education_Antonia;Winter weekends;69.39;1.939206605;12;26.25367641
Bull_education_Antonia;Winter workdays;94.02;1.644377504;7.692307692;17.59540152
Bull_education_Arthur;Summer weekends;100;0.53973467;6.140350877;6.145819341
Bull_education_Arthur;Summer workdays;100;0.398838701;5.64516129;4.904168455
Bull_education_Arthur;Winter weekends;100;0.451187801;2;1.922851805
Bull_education_Arthur;Winter workdays;100;0.383482935;7.692307692;6.560318609
Bull_education_Barry;Summer weekends;100;0.207384836;6.194690265;6.174804986
Bull_education_Barry;Summer workdays;5;0.178277785;6.4;6.354152326
Bull_education_Barry;Winter weekends;100;0.19167175;2;2.020064708
Bull_education_Barry;Winter workdays;10;0.18479468;1.923076923;1.941258192
Bull_education_Brady;Summer weekends;84.31;1.589366786;5.217391304;5.7294052
Bull_education_Brady;Summer workdays;65.57;3.622273422;0.787401575;0.774087572
Bull_education_Brady;Winter weekends;89.8;1.664187888;4;4.376383675
Bull_education_Brady;Winter workdays;38.83;2.851645041;0;0
Bull_education_Brain;Summer weekends;100;0.509866176;0.833333333;1.03905385
Bull_education_Brain;Summer workdays;100;0.45252382;5.511811024;18.1158217
Bull_education_Brain;Winter weekends;100;0.455060369;4;4.759234461
Bull_education_Brain;Winter workdays;99.12;0.352916532;5.769230769;25.80076239
Bull_education_Brandi;Summer weekends;74.51;1.622758705;6.666666667;8.375999876
Bull_education_Brandi;Summer workdays;42.98;1.588815362;0;0
Bull_education_Brandi;Winter weekends;100;1.017323018;6;7.944507884
Bull_education_Brandi;Winter workdays;34.51;1.263157666;0;0
Bull_education_Brenda;Summer weekends;86.27;2.721344989;4.237288136;3.864894261
Bull_education_Brenda;Summer workdays;97.54;2.76626598;4.724409449;4.991641796
Bull_education_Brenda;Winter weekends;100;2.086948084;6;5.521332395
Bull_education_Brenda;Winter workdays;95.65;2.326941736;3.846153846;4.292588479
Bull_education_Bryon;Summer weekends;100;1.2652944;5.084745763;4.741307541
Bull_education_Bryon;Summer workdays;100;2.132557853;4.761904762;5.039874672
Bull_education_Bryon;Winter weekends;95.92;1.182214975;6;6.120539382
Bull_education_Bryon;Winter workdays;99.05;2.021304706;5.769230769;5.955146122
Bull_education_Carl;Summer weekends;100;0.341253387;3.418803419;4.696188128
Bull_education_Carl;Summer workdays;86.89;0.338213025;2.362204724;3.399464807
Bull_education_Carl;Winter weekends;100;0.262493885;4;6.394143797
Bull_education_Carl;Winter workdays;94.64;0.266279729;5.769230769;13.55307222
Bull_education_Clarice;Summer weekends;86.27;1.719692641;3.47826087;3.823614506
Bull_education_Clarice;Summer workdays;91.8;2.008735631;4.724409449;5.754709879
Bull_education_Clarice;Winter weekends;97.96;1.299118202;6;8.251353186
Bull_education_Clarice;Winter workdays;71.79;1.430509911;0;0
Bull_education_Clarita;Summer weekends;100;0.490825399;4.237288136;3.854021308
Bull_education_Clarita;Summer workdays;100;0.43847834;7.086614173;6.774411982
Bull_education_Clarita;Winter weekends;100;0.455540293;0;0
Bull_education_Clarita;Winter workdays;100;0.437470469;11.53846154;16.86630264
Bull_education_Dakota;Summer weekends;5.88;3.280334388;2.479338843;2.561894977
Bull_education_Dakota;Summer workdays;93.44;1.652242689;3.937007874;4.88291392
Bull_education_Dakota;Winter weekends;18.37;3.187712438;6;6.560919061
Bull_education_Dakota;Winter workdays;92.04;1.458099656;5.769230769;6.923436386
Bull_education_Dan;Summer weekends;100;0.671800909;5.309734513;7.319742112
Bull_education_Dan;Summer workdays;100;0.631019403;2.362204724;3.104057977
Bull_education_Dan;Winter weekends;100;0.456187167;2;2.931431336
Bull_education_Dan;Winter workdays;100;0.364854122;3.846153846;5.733955003
Bull_education_Dania;Summer weekends;98.04;1.239538139;5.785123967;5.874837456
Bull_education_Dania;Summer workdays;98.36;1.070504817;6.299212598;5.994845004
Bull_education_Dania;Winter weekends;97.96;0.893442896;6;5.351454772
Bull_education_Dania;Winter workdays;98.25;0.816588074;3.846153846;3.893691782
Bull_education_Delia;Summer weekends;100;0.599675621;5.940594059;5.734467899
Bull_education_Delia;Summer workdays;100;0.411315665;2.362204724;2.53899794
Bull_education_Delia;Winter weekends;100;0.396341443;12;13.8594693
Bull_education_Delia;Winter workdays;99.15;0.297952579;5.769230769;7.821400581
Bull_education_Dora;Summer weekends;82.35;1.981210048;3.448275862;3.265758315
Bull_education_Dora;Summer workdays;99.18;1.502116089;2.4;2.576928393
Bull_education_Dora;Winter weekends;81.63;2.384970029;4;4.186179863
Bull_education_Dora;Winter workdays;96.49;1.756638135;0;0
Bull_education_Dottie;Summer weekends;100;0.453679113;3.47826087;2.963910551
Bull_education_Dottie;Summer workdays;47.54;0.416328951;0.793650794;0.915041675
Bull_education_Dottie;Winter weekends;100;0.471308386;4;4.016298021
Bull_education_Dottie;Winter workdays;81.2;0.34897637;1.923076923;2.370694056
Bull_education_Elva;Summer weekends;100;1.071973049;3.305785124;4.017592669
Bull_education_Elva;Summer workdays;87.7;0.924853224;7.086614173;5.07487073
Bull_education_Elva;Winter weekends;97.96;0.691061776;6;7.15296178
Bull_education_Elva;Winter workdays;94.87;0.5121644;3.846153846;2.588304793
Bull_education_Fabiola;Summer weekends;100;1.008266826;5.882352941;5.761845254
Bull_education_Fabiola;Summer workdays;100;0.728670933;1.587301587;1.667341473
Bull_education_Fabiola;Winter weekends;100;1.038799056;4;3.910322738
Bull_education_Fabiola;Winter workdays;99.09;0.74271273;3.846153846;4.161704315
Bull_education_Geneva;Summer weekends;35.29;3.772003102;5.084745763;4.905553733
Bull_education_Geneva;Summer workdays;84.87;3.717626355;3.149606299;3.867931068
Bull_education_Geneva;Winter weekends;71.43;3.426215149;2;2.017796116
Bull_education_Geneva;Winter workdays;66.06;3.827368062;5.769230769;7.396993264
Bull_education_Genie;Summer weekends;100;0.841792542;2.479338843;2.587131467
Bull_education_Genie;Summer workdays;100;0.823132025;4;4.385513346
Bull_education_Genie;Winter weekends;100;0.815537848;4;3.805012634
Bull_education_Genie;Winter workdays;100;0.689170619;5.769230769;6.280353023
Bull_education_Gregory;Summer weekends;74.51;1.154405658;13.88888889;19.16819021
Bull_education_Gregory;Summer workdays;100;1.579212905;1.57480315;2.75304479
Bull_education_Gregory;Winter weekends;100;1.037004611;6;9.599377037
Bull_education_Gregory;Winter workdays;98.23;1.447646046;5.769230769;11.65231382
Bull_education_Hayley;Summer weekends;100;0.665441396;1.754385965;1.917725851
Bull_education_Hayley;Summer workdays;99.18;1.078965049;3.149606299;3.145108915
Bull_education_Hayley;Winter weekends;100;0.582137024;4;5.282001209
Bull_education_Hayley;Winter workdays;99.09;0.887240188;3.846153846;6.253986743
Bull_education_Jae;Summer weekends;100;0.37282363;6.611570248;6.628844076
Bull_education_Jae;Summer workdays;100;0.297796992;6.299212598;6.286784491
Bull_education_Jae;Winter weekends;100;0.338954786;2;1.727908112
Bull_education_Jae;Winter workdays;97.32;0.254995045;5.769230769;6.156430896
Bull_education_Jeffery;Summer weekends;96.08;0.408700228;4.166666667;6.185752038
Bull_education_Jeffery;Summer workdays;0;0.328648548;0;0
Bull_education_Jeffery;Winter weekends;100;0.402453417;4;5.471215885
Bull_education_Jeffery;Winter workdays;0;0.308149231;5.769230769;9.501864656
Bull_education_Joseph;Summer weekends;100;0.810424102;2.608695652;2.596795769
Bull_education_Joseph;Summer workdays;100;0.81533686;2.362204724;2.41882301
Bull_education_Joseph;Winter weekends;100;0.810927485;4;4.522519195
Bull_education_Joseph;Winter workdays;94.12;0.697607438;5.769230769;5.959501778
Bull_education_Juan;Summer weekends;94.12;1.262191379;4.504504505;4.301942676
Bull_education_Juan;Summer workdays;93.39;1.243984272;5.555555556;5.725066704
Bull_education_Juan;Winter weekends;93.88;1.443072494;2;3.795950238
Bull_education_Juan;Winter workdays;99.1;1.270878198;5.769230769;6.195175146
Bull_education_Kendra;Summer weekends;100;0.729055668;2.479338843;34.8509501
Bull_education_Kendra;Summer workdays;100;2.651283823;2.362204724;6.934093446
Bull_education_Kendra;Winter weekends;97.96;0.832411192;10;73.14147548
Bull_education_Kendra;Winter workdays;100;2.078184229;1.923076923;6.814444992
Bull_education_Krista;Summer weekends;100;0.749676967;4.347826087;4.345799813
Bull_education_Krista;Summer workdays;100;1.78426749;2.380952381;2.403010682
Bull_education_Krista;Winter weekends;100;0.888744467;4;3.970685594
Bull_education_Krista;Winter workdays;100;1.472660481;0;0
Bull_education_Kristal;Summer weekends;100;0.375981752;4.166666667;5.890890036
Bull_education_Kristal;Summer workdays;100;0.352733084;2.362204724;4.243929802
Bull_education_Kristal;Winter weekends;100;0.363106062;8;8.746448658
Bull_education_Kristal;Winter workdays;100;0.289850201;1.923076923;3.31692847
Bull_education_Lenny;Summer weekends;98.04;1.465871777;6.611570248;6.610861751
