building_id,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating,state,country
Panther_office_Valarie,Panther,17,0,Office,Office,1416.8,15250,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,Yes,,,,,,1980.0,,,,,204.0,,,None,,Florida,United States
Panther_education_Hugh,Panther,18,0,Education,Research,10395.0,111891,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,1996.0,,,,,495.0,,,None,,Florida,United States
Panther_office_Larry,Panther,19,0,Office,Office,1738.9,18717,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,Yes,,,,,,2004.0,,,,,173.0,,,None,,Florida,United States
Panther_education_Mohammad,Panther,20,0,Education,Classroom,10244.6,110272,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,1977.0,,,,,199.0,,,None,,Florida,United States
Panther_office_Jeane,Panther,21,0,Office,Office,654.3,7043,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,,,,,1990.0,,,,,86.0,,,None,,Florida,United States
Panther_education_Jonathan,Panther,22,0,Education,Research,331.6,3569,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,,,,,1996.0,,,,,66.0,,,None,,Florida,United States
Panther_education_Genevieve,Panther,23,0,Education,Classroom,12159.6,130885,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,,,,,1985.0,,,,,151.0,,,None,,Florida,United States
Panther_education_Alecia,Panther,24,0,Education,Classroom,9805.4,105545,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,2001.0,,,,,186.0,,,None,,Florida,United States
Panther_office_Jesus,Panther,25,0,Office,Office,9595.6,103286,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,,,,,1969.0,,,,,28.0,,,None,,Florida,United States
Panther_office_Catherine,Panther,26,0,Office,Office,2504.0,26953,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,Yes,,,,,,2005.0,,,,,162.0,,,Gold,,Florida,United States
Panther_office_Garth,Panther,28,0,Office,Office,4919.9,52957,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,,,,,,,,2016.0,,,,,73.0,,,Gold,,Florida,United States
Panther_education_Quintin,Panther,29,0,Education,Classroom,10578.5,113866,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,2006.0,,,,,212.0,,,None,,Florida,United States
Panther_education_Teofila,Panther,30,0,Education,Classroom,8723.3,93897,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,Yes,,,,1999.0,,,,,146.0,,,None,,Florida,United States
Panther_education_Ivan,Panther,31,0,Education,Classroom,5751.1,61904,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,Yes,,,,2001.0,,,,,202.0,,,None,,Florida,United States
Panther_office_Shauna,Panther,32,0,Office,Office,4495.8,48392,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,2005.0,,,,,165.0,,,None,,Florida,United States
Panther_office_Lois,Panther,38,0,Office,Office,1186.3,12769,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,,,,,2013.0,,,,,368.0,,,None,,Florida,United States
Panther_office_Taryn,Panther,39,0,Office,Office,6003.3,64619,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,Yes,,,,1969.0,,,,,118.0,,,None,,Florida,United States
Panther_office_Kristen,Panther,41,0,Office,Office,8719.9,93860,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,Yes,,Yes,,,,1968.0,,,,,562.0,,,None,,Florida,United States
Panther_education_Edna,Panther,52,0,Education,Classroom,9896.3,106523,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,1970.0,,,,,168.0,,,None,,Florida,United States
Panther_office_Otto,Panther,53,0,Office,Office,8151.5,87742,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,,,,,1971.0,,,,,184.0,,,None,,Florida,United States
Panther_education_Violet,Panther,54,0,Education,Research,730.9,7867,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,,,,,2011.0,,,,,575.0,,,None,,Florida,United States
Panther_office_Christian,Panther,55,0,Office,Office,1553.9,16726,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,2011.0,,,,,177.0,,,Gold,,Florida,United States
Panther_education_Neal,Panther,60,0,Education,Classroom,7578.7,81576,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,1997.0,,,,,181.0,,,None,,Florida,United States
Panther_education_Zelda,Panther,75,0,Education,Classroom,7519.8,80942,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,2010.0,,,,,92.0,,,Gold,,Florida,United States
Panther_education_Jerome,Panther,76,0,Education,Research,11974.0,128887,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,Yes,,,,2009.0,,,,,515.0,,,Gold,,Florida,United States
Panther_education_Enriqueta,Panther,78,0,Education,Classroom,7084.5,76257,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,,,,,,,,2007.0,,,,,90.0,,,None,,Florida,United States
Panther_office_Lauretta,Panther,79,0,Office,Office,3366.8,36240,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,2010.0,,,,,178.0,,,Gold,,Florida,United States
Panther_office_Patti,Panther,80,0,Office,Office,14503.2,156111,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,Yes,,,,2001.0,,,,,124.0,,,Gold,,Florida,United States
Panther_office_Brent,Panther,82,0,Office,Office,998.1,10743,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,,,,,,,,1974.0,,,,,100.0,,,None,,Florida,United States
Panther_office_Hannah,Panther,84,0,Office,Office,375.1,4038,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,,,,,1986.0,,,,,64.0,,,None,,Florida,United States
Panther_education_Janis,Panther,86,0,Education,Research,1015.6,10932,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,,,,,1986.0,,,,,67.0,,,None,,Florida,United States
Panther_education_Emily,Panther,91,0,Education,Classroom,6326.1,68094,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,2003.0,,,,,164.0,,,None,,Florida,United States
Panther_office_Lavinia,Panther,92,0,Office,Office,1001.4,10779,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,,,,,,,,1970.0,,,,,101.0,,,None,,Florida,United States
Panther_office_Clementine,Panther,93,0,Office,Office,3100.2,33370,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,1982.0,,,,,119.0,,,None,,Florida,United States
Panther_education_Scarlett,Panther,94,0,Education,Classroom,2737.8,29469,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,,,Yes,,,,1968.0,,,,,84.0,,,None,,Florida,United States
Panther_office_Danica,Panther,99,0,Office,Office,210.0,2260,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,,,,,2016.0,,,,,79.0,,,Silver,,Florida,United States
Panther_office_Antonette,Panther,101,0,Office,Office,1752.2,18860,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,,Yes,,,,,,1986.0,,,,,208.0,,,None,,Florida,United States
Panther_education_Cleopatra,Panther,103,0,Education,Classroom,2012.0,21657,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,Yes,,Yes,,,,,,,2016.0,,,,,100.0,,,Gold,,Florida,United States
Panther_office_Ruthie,Panther,104,0,Office,Office,4211.3,45330,28.5176885788321,-81.3790387999998,US/Eastern,Yes,,,,Yes,,,,,,,2003.0,,,,,211.0,,,None,,Florida,United States
Robin_education_Kiera,Robin,105,1,Education,College Classroom,4703.0,50623,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Steam,,,5.0,,,,,,,G,England,United Kingdom
Robin_education_Lashandra,Robin,107,1,Education,College Classroom,9061.0,97532,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,2005.0,,10.0,,,,,,,F,England,United Kingdom
Robin_education_Megan,Robin,108,1,Education,College Laboratory,7579.0,81580,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1913.0,,5.0,,,,,,,,England,United Kingdom
Robin_education_Mercedes,Robin,109,1,Education,College Laboratory,5295.0,56995,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1953.0,,6.0,,,,,,,G,England,United Kingdom
Robin_education_Audrea,Robin,110,1,Education,College Laboratory,2584.0,27814,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,2006.0,,8.0,,,,,,,G,England,United Kingdom
Robin_education_Derrick,Robin,111,1,Education,College Laboratory,10994.0,118338,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1909.0,,7.0,,,,,,,F,England,United Kingdom
Robin_education_Karyl,Robin,112,1,Education,College Laboratory,2992.0,32206,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,,,6.0,,,,,,,E,England,United Kingdom
Robin_education_Madeline,Robin,113,1,Education,College Laboratory,9335.0,100481,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1958.0,,9.0,,,,,,,F,England,United Kingdom
Robin_education_Leslie,Robin,114,1,Education,College Laboratory,12977.0,139683,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1958.0,,13.0,,,,,,,E,England,United Kingdom
Robin_education_So,Robin,115,1,Education,College Laboratory,12051.0,129716,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1968.0,,6.0,,,,,,,F,England,United Kingdom
Robin_education_Jasper,Robin,116,1,Education,College Laboratory,3462.0,37265,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Oil,,,5.0,,,,,,,,England,United Kingdom
Robin_education_Cecilia,Robin,117,1,Education,College Laboratory,1439.0,15489,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,2004.0,,4.0,,,,,,,E,England,United Kingdom
Robin_education_Julius,Robin,118,1,Education,College Laboratory,12850.0,138316,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1960.0,,8.0,,,,,,,,England,United Kingdom
Robin_education_Margarito,Robin,119,1,Education,College Laboratory,8468.0,91149,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,2007.0,,7.0,,,,,,,E,England,United Kingdom
Robin_education_Zenia,Robin,120,1,Education,College Laboratory,6337.0,68211,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1976.0,,7.0,,,,,,,G,England,United Kingdom
Robin_education_Terrance,Robin,122,1,Education,College Laboratory,7714.9,83043,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1991.0,,6.0,,,,,,,F,England,United Kingdom
Robin_education_Kristopher,Robin,123,1,Education,College Laboratory,5686.0,61204,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1989.0,,6.0,,,,,,,E,England,United Kingdom
Robin_education_Billi,Robin,124,1,Education,College Laboratory,3560.0,38319,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1900.0,,6.0,,,,,,,D,England,United Kingdom
Robin_education_Takako,Robin,125,1,Education,College Laboratory,1561.0,16802,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1995.0,,6.0,,,,,,,,England,United Kingdom
Robin_education_Lizbeth,Robin,126,1,Education,College Laboratory,2001.0,21539,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,2004.0,,5.0,,,,,,,G,England,United Kingdom
Robin_office_Gayle,Robin,141,1,Office,Office,4161.0,44789,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1919.0,,5.0,,,,,,,,England,United Kingdom
Robin_office_Dina,Robin,142,1,Office,Office,4213.0,45348,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,,,4.0,,,,,,,C,England,United Kingdom
Robin_office_Victor,Robin,143,1,Office,Office,3724.0,40085,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Steam,,,4.0,,,,,,,C,England,United Kingdom
Robin_office_Lindsay,Robin,144,1,Office,Office,5358.0,57673,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,,,5.0,,,,,,,C,England,United Kingdom
Robin_office_Adolph,Robin,145,1,Office,Office,1321.0,14219,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,,,4.0,,,,,,,,England,United Kingdom
Robin_office_Saul,Robin,146,1,Office,Office,2937.0,31614,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1956.0,,8.0,,,,,,,D,England,United Kingdom
Robin_office_Donald,Robin,147,1,Office,Office,7669.0,82548,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network but not ours,1977.0,,7.0,,,,,,,F,England,United Kingdom
Robin_office_Zelma,Robin,149,1,Office,Office,7607.0,81881,51.5187896538461,-0.134556230769231,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1960.0,,8.0,,,,,,,F,England,United Kingdom
Robin_office_Antonina,Robin,150,1,Office,Office,6099.7,65657,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1955.0,,8.0,,,,,,,E,England,United Kingdom
Robin_office_Serena,Robin,151,1,Office,Office,2833.1,30495,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1997.0,,8.0,,,,,,,D,England,United Kingdom
Robin_office_Soledad,Robin,152,1,Office,Office,957.0,10301,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1970.0,,2.0,,,,,,,E,England,United Kingdom
Robin_office_Addie,Robin,153,1,Office,Office,1495.0,16092,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1965.0,,3.0,,,,,,,,England,United Kingdom
Robin_office_Maryann,Robin,154,1,Office,Office,3201.0,34455,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1907.0,,8.0,,,,,,,,England,United Kingdom
Robin_office_Sammie,Robin,155,1,Office,Office,4802.0,51688,51.5187896538461,-0.134556230769231,Europe/London,Yes,,,,,,,,Education,College/University,Electricity,1930.0,,8.0,,,,,,,F,England,United Kingdom
Fox_office_Clayton,Fox,157,2,Office,Office,488.5,5258,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Susanne,Fox,158,2,Office,Office,941.6,10135,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Charles,Fox,159,2,Education,College Laboratory,909.3,9788,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Kendrick,Fox,161,2,Education,Auditorium,1052.5,11329,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Delma,Fox,162,2,Education,College Classroom,9181.5,98829,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1968.0,,,,,,,,,,Arizona,United States
Fox_education_Ollie,Fox,163,2,Education,College Classroom,6698.5,72102,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1970.0,,,,,,,,,,Arizona,United States
Fox_education_Andre,Fox,168,2,Education,College Laboratory,17044.0,183460,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,2005.0,,,,,,,,,,Arizona,United States
Fox_education_Yolande,Fox,169,2,Education,College Laboratory,16681.6,179559,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,2006.0,,,,,,,,,,Arizona,United States
Fox_office_Essie,Fox,171,2,Office,Office,12244.3,131797,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1968.0,,,,,,,,,,Arizona,United States
Fox_office_Israel,Fox,172,2,Office,Office,11282.1,121440,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1983.0,,,,,,,,,,Arizona,United States
Fox_education_Rosie,Fox,173,2,Education,College Classroom,8445.2,90903,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Tonya,Fox,174,2,Education,College Classroom,8444.9,90900,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Nilda,Fox,175,2,Education,College Classroom,10371.2,111635,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1989.0,,,,,,,,,,Arizona,United States
Fox_education_Kim,Fox,176,2,Education,College Classroom,5782.1,62238,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1970.0,,,,,,,,,,Arizona,United States
Fox_office_Berniece,Fox,178,2,Office,Office,2173.2,23392,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Elvira,Fox,181,2,Education,Student Union,13826.7,148829,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,2014.0,,,,,,,,,,Arizona,United States
Fox_education_Leota,Fox,183,2,Education,College Laboratory,12311.3,132518,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1992.0,,,,,,,,,,Arizona,United States
Fox_education_Heriberto,Fox,184,2,Education,College Classroom,3174.6,34171,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Miguelina,Fox,185,2,Education,College Classroom,7831.7,84300,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Sterling,Fox,187,2,Education,College Classroom,4106.6,44203,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1950.0,,,,,,,,,,Arizona,United States
Fox_office_Margarita,Fox,188,2,Office,Office,2187.8,23549,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1941.0,,,,,,,,,,Arizona,United States
Fox_education_Elois,Fox,189,2,Education,College Classroom,695.0,7481,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1969.0,,,,,,,,,,Arizona,United States
Fox_education_Geoffrey,Fox,190,2,Education,College Laboratory,12731.4,137040,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1957.0,,,,,,,,,,Arizona,United States
Fox_education_Gloria,Fox,192,2,Education,College Laboratory,14087.5,151637,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1983.0,,,,,,,,,,Arizona,United States
Fox_office_Molly,Fox,193,2,Office,Office,576.3,6203,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,1999.0,,,,,,,,,,Arizona,United States
Fox_office_Demetrius,Fox,194,2,Office,Office,14463.3,155682,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Sheila,Fox,195,2,Office,Office,901.4,9703,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1940.0,,,,,,,,,,Arizona,United States
Fox_office_Yong,Fox,198,2,Office,Office,15232.3,163959,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,2004.0,,,,,,,,,,Arizona,United States
Fox_education_Wendell,Fox,201,2,Education,College Laboratory,20402.2,219608,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1992.0,,,,,,,,,,Arizona,United States
Fox_education_Claude,Fox,209,2,Education,College Laboratory,17957.6,193294,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,2006.0,,,,,,,,,,Arizona,United States
Fox_education_Jaclyn,Fox,210,2,Education,College Laboratory,6619.2,71248,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,2004.0,,,,,,,,,,Arizona,United States
Fox_education_Etta,Fox,211,2,Education,College Laboratory,4497.5,48411,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Otilia,Fox,212,2,Education,College Laboratory,30403.1,327256,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,2012.0,,,,,,,,,,Arizona,United States
Fox_education_Eldon,Fox,213,2,Education,College Laboratory,4613.7,49662,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1964.0,,,,,,,,,,Arizona,United States
Fox_education_Janina,Fox,214,2,Education,College Laboratory,8479.5,91273,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1951.0,,,,,,,,,,Arizona,United States
Fox_education_Long,Fox,216,2,Education,College Classroom,12733.7,137065,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1964.0,,,,,,,,,,Arizona,United States
Fox_education_Leona,Fox,217,2,Education,College Classroom,26286.5,282946,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,2003.0,,,,,,,,,,Arizona,United States
Fox_education_Dominique,Fox,219,2,Education,College Laboratory,8930.2,96124,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1959.0,,,,,,,,,,Arizona,United States
Fox_education_Theodore,Fox,220,2,Education,College Laboratory,11389.2,122592,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1971.0,,,,,,,,,,Arizona,United States
Fox_education_Melinda,Fox,221,2,Education,College Laboratory,18984.6,204349,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1993.0,,,,,,,,,,Arizona,United States
Fox_education_Willis,Fox,223,2,Education,College Laboratory,24265.1,261188,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_office_Carson,Fox,226,2,Office,Office,6891.5,74180,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1930.0,,,,,,,,,,Arizona,United States
Fox_education_Eddy,Fox,229,2,Education,College Classroom,13015.0,140092,33.4244253,-111.9281404,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Shawanda,Fox,230,2,Education,Primary/Secondary Classroom,960.1,10334,33.4244253,-111.9281404,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,,Arizona,United States
Fox_education_Stacia,Fox,231,2,Education,College Laboratory,3134.5,33739,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1939.0,,,,,,,,,,Arizona,United States
Fox_education_Rudolph,Fox,233,2,Education,College Classroom,2335.5,25139,33.4244253,-111.9281404,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1970.0,,,,,,,,,,Arizona,United States
